,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party
27404,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,18.0,TO,T101,38600,White Hills WTP,13740.458015267175,tas
27415,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
27435,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,tas
27448,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,16.82,TO,T101,38747,Norske Skog Paper Mills -  Boyer,12839.69465648855,tas
27466,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
27493,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
27494,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,18.0,TO,V349,7997,Norske Skog - Albury,13740.458015267175,tas
27498,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,19.13,TO,T101,38747,Norske Skog Paper Mills -  Boyer,14603.053435114503,tas
27499,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,20.0,TO,T101,38617,Distillery Creek Water Treatment Pl,15267.175572519083,tas
27500,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,tas
27509,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
27510,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,8.0,TO,T101,38743,Strahan,6106.8702290076335,tas
27520,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
27532,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,20.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,15267.175572519083,tas
27533,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,4.5,TO,T101,46343,Cambridge Treatment Plant,3435.114503816794,tas
27542,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,18.0,TO,V349,7997,Norske Skog - Albury,13740.458015267175,tas
27553,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,22.0,TO,T101,40329,East Coast ALUM Milk Run,16793.893129770993,tas
27557,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,9.82,TO,T101,38747,Norske Skog Paper Mills -  Boyer,7496.183206106871,tas
27565,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-07,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,tas
27571,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,29.46,TO,T101,38747,Norske Skog Paper Mills -  Boyer,22488.549618320612,tas
27579,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,tas
27582,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,9.0,TO,T101,38729,Deloraine Water Treatment Plant,6870.229007633588,tas
27583,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,9.0,TO,T101,38730,Westbury Waste Water TP,6870.229007633588,tas
27594,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,tas
27596,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,24.75,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18893.129770992367,tas
27597,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
27610,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,tas
27618,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,20.0,TO,T101,38617,Distillery Creek Water Treatment Pl,15267.175572519083,tas
27619,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
27637,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,20.0,TO,T101,38744,Tullah WTP,15267.175572519083,tas
27638,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
27651,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,20.0,TO,T101,38740,Huonville WTP,15267.175572519083,tas
27664,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,18.0,TO,V349,7997,Norske Skog - Albury,13740.458015267175,tas
27669,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,26.19,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19992.36641221374,tas
27670,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,7.5,TO,T101,38735,Scottsdale WTP,5725.1908396946565,tas
27671,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,9.0,TO,T101,38734,Bridport Water Treatment Plant,6870.229007633588,tas
27692,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,18.0,TO,T101,38596,Forth Water Treatment Plant,13740.458015267175,tas
27693,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,3.885,TO,T101,38597,Cradle Coast Water -  Barrington,2965.648854961832,tas
27694,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,20.0,TO,T101,38598,Gawler WTP,15267.175572519083,tas
27705,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,24.92,TO,T101,38536,Bryn Estyn Chemical Store,19022.90076335878,tas
27706,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,20.0,TO,T101,38618,Mt Leslie Water Treatment Plant,15267.175572519083,tas
27709,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,8.0,TO,T101,49712,Cradle Valley WWTP,6106.8702290076335,tas
27727,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,21.84,TO,T101,38747,Norske Skog Paper Mills -  Boyer,16671.75572519084,tas
27728,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
27730,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,23.0,TO,T101,38617,Distillery Creek Water Treatment Pl,17557.251908396946,tas
27742,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,10.0,TO,T101,38616,Chimney Saddle WTP,7633.587786259542,tas
27749,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,20.0,TO,T101,38588,Ridgley WTP - City Of Burnie,15267.175572519083,tas
27750,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,tas
27751,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,tas
27772,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,8.0,TO,T101,41910,St Helens WWTP,6106.8702290076335,tas
27773,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,8.0,TO,T101,38583,St Helens WTP,6106.8702290076335,tas
27780,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,20.0,TO,V349,7997,Norske Skog - Albury,15267.175572519083,tas
27786,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,14.43,TO,T101,38747,Norske Skog Paper Mills -  Boyer,11015.267175572519,tas
27787,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,18.0,TO,T101,38595,Cam WTP,13740.458015267175,tas
27796,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-06,8.0,TO,T101,38743,Strahan,6106.8702290076335,tas
27821,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,19.95,TO,T101,38747,Norske Skog Paper Mills -  Boyer,15229.007633587786,tas
27822,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,24.12,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18412.213740458017,tas
27823,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,19.0,TO,T101,38536,Bryn Estyn Chemical Store,14503.81679389313,tas
27830,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,20.0,TO,T101,30024,Longford Water Treatment Plant,15267.175572519083,tas
27845,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
27846,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,4.5,TO,T101,46343,Cambridge Treatment Plant,3435.114503816794,tas
27856,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,tas
27875,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,tas
27880,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,16.21,TO,T101,38747,Norske Skog Paper Mills -  Boyer,12374.045801526718,tas
27889,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,22.0,TO,T101,38596,Forth Water Treatment Plant,16793.893129770993,tas
27897,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,25.0,TO,V349,7997,Norske Skog - Albury,19083.969465648854,tas
27924,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
27925,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,tas
27933,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,15.35,TO,T101,38747,Norske Skog Paper Mills -  Boyer,11717.557251908396,tas
27934,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,tas
27954,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
27967,9598,Rio Tinto Aluminium (Bell Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,20.0,TO,T101,38591,Rio Tinto Aluminium - Bell Bay,15267.175572519083,tas
27978,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,18.0,TO,T101,38600,White Hills WTP,13740.458015267175,tas
27989,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,28.61,TO,T101,38747,Norske Skog Paper Mills -  Boyer,21839.694656488547,tas
27991,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
27993,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
27994,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,18.0,TO,V349,7997,Norske Skog - Albury,13740.458015267175,tas
28001,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,tas
28011,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,tas
28012,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,22.0,TO,T101,38617,Distillery Creek Water Treatment Pl,16793.893129770993,tas
28013,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,18.0,TO,T101,38618,Mt Leslie Water Treatment Plant,13740.458015267175,tas
28027,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,17.0,TO,T101,38740,Huonville WTP,12977.099236641221,tas
28028,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,18.0,TO,V349,7997,Norske Skog - Albury,13740.458015267175,tas
28041,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-05,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
28050,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,35.19,TO,T101,38747,Norske Skog Paper Mills -  Boyer,26862.595419847326,tas
28069,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,22.0,TO,T101,38743,Strahan,16793.893129770993,tas
28070,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
28130,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,27.89,TO,T101,38747,Norske Skog Paper Mills -  Boyer,21290.076335877864,tas
28131,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,18.0,TO,V349,7997,Norske Skog - Albury,13740.458015267175,tas
28132,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,tas
28143,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,20.0,TO,T101,38598,Gawler WTP,15267.175572519083,tas
28145,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,20.0,TO,T101,30024,Longford Water Treatment Plant,15267.175572519083,tas
28146,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
28162,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,tas
28163,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,4.5,TO,T101,46343,Cambridge Treatment Plant,3435.114503816794,tas
28164,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
28174,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,tas
28189,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,18.0,TO,V349,7997,Norske Skog - Albury,13740.458015267175,tas
28190,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,24.0,TO,T101,38596,Forth Water Treatment Plant,18320.6106870229,tas
28192,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,18.0,TO,T101,38595,Cam WTP,13740.458015267175,tas
28193,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,tas
28210,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,22.0,TO,T101,38617,Distillery Creek Water Treatment Pl,16793.893129770993,tas
28223,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
28248,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,16.52,TO,T101,38747,Norske Skog Paper Mills -  Boyer,12610.687022900764,tas
28250,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
28267,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,8.0,TO,T101,49712,Cradle Valley WWTP,6106.8702290076335,tas
28282,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
28294,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,3.5,TO,T101,39034,BURNIE WWTP,2671.7557251908397,tas
28296,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
28307,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,8.9,TO,T101,38747,Norske Skog Paper Mills -  Boyer,6793.893129770992,tas
28308,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,13.0,TO,T101,38743,Strahan,9923.664122137405,tas
28310,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,24.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18320.6106870229,tas
28313,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-04,21.0,TO,T101,38616,Chimney Saddle WTP,16030.534351145037,tas
28322,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,4.64,TO,T101,38747,Norske Skog Paper Mills -  Boyer,3541.9847328244273,tas
28335,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,20.0,TO,V349,7997,Norske Skog - Albury,15267.175572519083,tas
28337,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,11.0,TO,T101,38734,Bridport Water Treatment Plant,8396.946564885497,tas
28338,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,9.0,TO,T101,38735,Scottsdale WTP,6870.229007633588,tas
28344,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,24.0,TO,T101,38740,Huonville WTP,18320.6106870229,tas
28345,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,20.0,TO,T101,38588,Ridgley WTP - City Of Burnie,15267.175572519083,tas
28346,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
28360,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,tas
28370,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,tas
28372,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,25.0,TO,V349,7997,Norske Skog - Albury,19083.969465648854,tas
28420,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
28422,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,tas
28439,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,22.0,TO,T101,38617,Distillery Creek Water Treatment Pl,16793.893129770993,tas
28446,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,36.72,TO,T101,38747,Norske Skog Paper Mills -  Boyer,28030.534351145037,tas
28447,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,24.85,TO,T101,38747,Norske Skog Paper Mills -  Boyer,18969.465648854963,tas
28449,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,25.0,TO,V349,7997,Norske Skog - Albury,19083.969465648854,tas
28455,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,5.0,TO,T101,38730,Westbury Waste Water TP,3816.793893129771,tas
28471,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,20.0,TO,T101,38743,Strahan,15267.175572519083,tas
28472,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,24.0,TO,T101,38536,Bryn Estyn Chemical Store,18320.6106870229,tas
28483,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,22.0,TO,T101,40329,East Coast ALUM Milk Run,16793.893129770993,tas
28504,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,tas
28507,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,18.0,TO,T101,38618,Mt Leslie Water Treatment Plant,13740.458015267175,tas
28509,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,tas
28520,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,18.86,TO,T101,38747,Norske Skog Paper Mills -  Boyer,14396.946564885495,tas
28524,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,tas
28534,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,3.885,TO,T101,38597,Cradle Coast Water -  Barrington,2965.648854961832,tas
28535,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,14.0,TO,T101,38596,Forth Water Treatment Plant,10687.022900763359,tas
28536,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,20.0,TO,V349,7997,Norske Skog - Albury,15267.175572519083,tas
28538,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,20.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,15267.175572519083,tas
28539,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,5.0,TO,T101,46343,Cambridge Treatment Plant,3816.793893129771,tas
28540,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,18.0,TO,T101,38595,Cam WTP,13740.458015267175,tas
28566,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,tas
28589,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,20.0,TO,V349,7997,Norske Skog - Albury,15267.175572519083,tas
28596,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,27.91,TO,T101,38747,Norske Skog Paper Mills -  Boyer,21305.34351145038,tas
28599,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,8.0,TO,T101,38583,St Helens WTP,6106.8702290076335,tas
28600,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,8.0,TO,T101,41910,St Helens WWTP,6106.8702290076335,tas
28601,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,tas
28621,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-03,20.0,TO,V349,7997,Norske Skog - Albury,15267.175572519083,tas
